,wellbore,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement
5147,30_2-1,3744.46,144,42,72,23.4,sandstone,2.65,grained,well sorted,well cemented
5148,30_2-1,3746.42,4,2.4,72,15.1,sandstone,2.65,grained,well sorted,well cemented
5149,30_2-1,3747.92,0.08,0.04,72,12.7,sandstone,2.7,grained,well sorted,well cemented
5150,30_2-1,3749.84,1.7,14,72,19.5,sandstone,2.98,fine grained,well sorted,well cemented
5151,30_2-1,3753.55,0.4,0.49,72,11.5,sandstone,2.65,fine grained,well sorted,well cemented
5152,30_2-1,3754.48,0.06,0.05,72,14.2,sandstone,2.66,very fine grained,well sorted,well cemented
5153,30_2-1,3755.4,2.9,1.1,72,16.8,sandstone,2.66,very fine grained,well sorted,well cemented
5154,30_2-1,3755.85,0.54,0.11,72,10.9,sandstone,2.67,very fine grained,well sorted,well cemented
5155,30_2-1,3756.22,0.04,0.02,72,12.7,sandstone,2.92,very fine grained,well sorted,well cemented
5156,30_2-1,3756.52,0.19,0.03,72,9.1,sandstone,2.74,very fine grained,well sorted,well cemented
5157,30_2-1,3756.85,8.1,4.4,72,13.7,sandstone,2.67,very fine grained,well sorted,well cemented
5158,30_2-1,3757.14,0.91,0.03,72,13.7,sandstone,2.7,very fine grained,well sorted,well cemented
5159,30_2-1,3758.05,102,8.8,72,23.5,sandstone,2.68,fine grained,well sorted,well cemented
5160,30_2-1,3758.44,11,0.49,72,18.9,sandstone,2.69,fine grained,well sorted,well cemented
5161,30_2-1,3758.82,411,34,72,25.9,sandstone,2.66,fine grained,well sorted,well cemented
5162,30_2-1,3759.39,490,283,72,26,sandstone,2.66,fine grained,well sorted,well cemented
5163,30_2-1,3759.75,38,20,72,22.6,sandstone,2.66,fine grained,well sorted,well cemented
5164,30_2-1,3760.46,296,150,72,27.5,sandstone,2.66,fine grained,well sorted,well cemented
5165,30_2-1,3762.4,307,286,72,27.7,sandstone,2.66,fine grained,sorted,well cemented
5166,30_2-1,3762.74,267,144,72,26.5,sandstone,2.66,fine grained,sorted,well cemented
5167,30_2-1,3763.3,256,163,72,27.7,sandstone,2.66,fine grained,sorted,well cemented
5168,30_2-1,3763.4,226,155,72,26,sandstone,2.66,fine grained,sorted,well cemented
5169,30_2-1,3763.77,35,25,72,22.3,sandstone,2.67,fine grained,sorted,well cemented
5170,30_2-1,3764.45,155,110,72,25.3,sandstone,2.66,fine grained,sorted,well cemented
5171,30_2-1,3764.39,4.1,1.3,72,18.3,sandstone,2.67,very fine grained,sorted,well cemented
5172,30_2-1,3764.76,26,1.2,72,21.3,sandstone,2.66,very fine grained,sorted,well cemented
5173,30_2-1,3764.07,114,10,72,22.3,sandstone,2.66,very fine grained,sorted,well cemented
5174,30_2-1,3765.43,30,6.1,72,20.3,sandstone,2.67,very fine grained,sorted,well cemented
5175,30_2-1,3765.75,173,117,72,23.8,sandstone,2.65,fine grained,well sorted,well cemented
5176,30_2-1,3766.35,126,59,72,24,sandstone,2.65,very fine grained,well sorted,well cemented
5177,30_2-1,3766.39,48,59,72,23.4,sandstone,2.66,fine grained,sorted,well cemented
5178,30_2-1,3767.25,512,406,72,25.8,sandstone,2.66,fine grained,sorted,well cemented
5179,30_2-1,3767.4,95,145,72,22.7,sandstone,2.66,fine grained,sorted,well cemented
5180,30_2-1,3767.76,176,135,72,24.8,sandstone,2.66,fine grained,sorted,well cemented
5181,30_2-1,3768.35,158,146,72,24.7,sandstone,2.66,fine grained,sorted,well cemented
5182,30_2-1,3768.35,546,394,72,26.2,sandstone,2.65,fine grained,sorted,well cemented
5183,30_2-1,3768.8,251,202,72,24.9,sandstone,2.66,fine grained,sorted,well cemented
5184,30_2-1,3769.35,209,178,72,24.6,sandstone,2.66,fine grained,sorted,well cemented
5185,30_2-1,3769.41,215,188,72,24.5,sandstone,2.66,fine grained,sorted,well cemented
5186,30_2-1,3769.79,113,123,72,21.2,sandstone,2.66,grained,poorly sorted,well cemented
5187,30_2-1,3770.08,344,617,72,19,sandstone,2.65,grained,poorly sorted,well cemented
5188,30_2-1,3770.37,619,503,72,21,sandstone,2.66,grained,poorly sorted,well cemented
5189,30_2-1,3770.74,496,367,72,21.1,sandstone,2.66,grained,poorly sorted,well cemented
5190,30_2-1,3771.41,667,564,72,20.9,sandstone,2.66,grained,poorly sorted,well cemented
5191,30_2-1,3771.44,581,497,72,20.5,sandstone,2.66,grained,poorly sorted,well cemented
5192,30_2-1,3771.8,996,869,72,20.8,sandstone,2.65,grained,poorly sorted,well cemented
5193,30_2-1,3772.07,798,849,72,20.8,sandstone,2.65,grained,poorly sorted,well cemented
5194,30_2-1,3772.41,891,32,72,19.5,sandstone,2.65,grained,poorly sorted,well cemented
5195,30_2-1,3773.3,710,440,72,19.3,sandstone,2.66,grained,poorly sorted,well cemented
5196,30_2-1,3773.46,2208,865,72,23.7,sandstone,2.66,grained,poorly sorted,well cemented
5197,30_2-1,3773.9,3130,2221,72,19.7,sandstone,2.67,grained,poorly sorted,well cemented
5198,30_2-1,3774.13,1036,135,72,23,sandstone,2.66,grained,poorly sorted,well cemented
5199,30_2-1,3774.47,224,196,72,19.5,sandstone,2.65,grained,poorly sorted,well cemented
5200,30_2-1,3774.93,1,0.39,72,18.5,sandstone,2.7,very fine grained,well sorted,well cemented
5201,30_2-1,3775.24,1.3,0.5,72,19.3,sandstone,2.7,very fine grained,well sorted,well cemented
5202,30_2-1,3775.61,1.4,0.65,72,19.2,sandstone,2.71,very fine grained,well sorted,well cemented
5203,30_2-1,3776.06,1.6,1.3,72,19.3,sandstone,2.7,very fine grained,well sorted,well cemented
5204,30_2-1,3776.43,2.6,1.3,72,20.1,sandstone,2.69,very fine grained,well sorted,well cemented
5205,30_2-1,3776.76,2.4,1.6,72,20.5,sandstone,2.71,very fine grained,well sorted,well cemented
5206,30_2-1,3776.94,1,0.36,72,18.3,sandstone,2.72,very fine grained,well sorted,well cemented
5207,30_2-1,3777.37,1.9,1.3,72,20,sandstone,2.77,very fine grained,well sorted,well cemented
5208,30_2-1,3777.76,2.3,1.9,72,21.1,sandstone,2.76,very fine grained,well sorted,well cemented
5209,30_2-1,3778.45,2,1.3,72,20.6,sandstone,2.76,very fine grained,well sorted,well cemented
5210,30_2-1,3778.37,7.7,4.4,72,21.7,sandstone,2.79,very fine grained,well sorted,well cemented
5211,30_2-1,3778.89,1.9,0.55,72,20.2,sandstone,2.74,very fine grained,well sorted,well cemented
5212,30_2-1,3779.29,0.17,0.11,72,16.8,sandstone,2.81,very fine grained,well sorted,well cemented
5213,30_2-1,3779.89,0.63,0.25,72,20.4,sandstone,2.75,very fine grained,well sorted,well cemented
5214,30_2-1,3780.6,0.56,0.25,72,20,sandstone,2.71,very fine grained,well sorted,well cemented
5215,30_2-1,3780.94,0.39,0.21,72,19.1,sandstone,2.71,very fine grained,well sorted,well cemented
5216,30_2-1,3781.22,0.16,0.08,72,17,sandstone,2.71,very fine grained,well sorted,well cemented
5217,30_2-1,3781.62,1.3,0.48,72,21.5,sandstone,2.68,very fine grained,well sorted,well cemented
5218,30_2-1,3782.3,0.21,0.11,72,19.1,sandstone,2.7,very fine grained,well sorted,well cemented
5219,30_2-1,3782.69,0.16,0.08,72,17.9,sandstone,2.71,very fine grained,well sorted,well cemented
5220,30_2-1,3783.07,0.2,0.07,72,16.1,sandstone,2.71,very fine grained,well sorted,well cemented
5221,30_2-1,3783.3,0.1,0.08,72,16.2,sandstone,2.73,very fine grained,well sorted,well cemented
5222,30_2-1,3783.69,0.6,0.61,72,18.3,sandstone,2.71,very fine grained,well sorted,well cemented
5223,30_2-1,3784.45,0.38,0.12,72,18.8,sandstone,2.69,very fine grained,well sorted,well cemented
5224,30_2-1,3784.35,0.45,0.19,72,17.2,sandstone,2.7,very fine grained,well sorted,well cemented
5225,30_2-1,3784.68,0.36,0.21,72,17.4,sandstone,2.7,very fine grained,well sorted,well cemented
5226,30_2-1,3784.47,0.12,0.06,72,14.8,sandstone,2.72,very fine grained,well sorted,well cemented
5227,30_2-1,3765.68,0.55,0.16,72,17.9,sandstone,2.7,very fine grained,well sorted,well cemented
5228,30_2-1,3786.37,0.47,0.36,72,13.8,sandstone,2.73,very fine grained,well sorted,well cemented
5229,30_2-1,3786.77,1.1,0.28,72,18.7,sandstone,2.68,very fine grained,well sorted,well cemented
5230,30_2-1,3767.15,0.36,0.19,72,17.3,sandstone,2.69,very fine grained,well sorted,well cemented
5231,30_2-1,3767.52,0.37,0.08,72,16,sandstone,2.69,very fine grained,well sorted,well cemented
5232,30_2-1,3787.77,6.9,1.2,72,22.4,sandstone,2.67,very fine grained,well sorted,well cemented
5233,30_2-1,3788.08,8.2,2.9,72,22.3,sandstone,2.67,very fine grained,well sorted,well cemented
5234,30_2-1,3788.33,0.83,0.15,72,9.6,sandstone,2.68,very fine grained,well sorted,well cemented
5235,30_2-1,3788.74,0.29,0.03,72,11,sandstone,2.74,very fine grained,well sorted,well cemented
5236,30_2-1,3789.47,0.15,0.04,72,10.5,sandstone,2.71,very fine grained,well sorted,well cemented
5237,30_2-1,3789.36,0.03,0.02,72,16.2,sandstone,2.94,very fine grained,well sorted,well cemented
5238,30_2-1,3769.8,0.08,0.03,72,11.6,sandstone,2.68,very fine grained,well sorted,well cemented
5239,30_2-1,3790.14,0.03,0.02,72,5.1,sandstone,2.68,very fine grained,well sorted,well cemented
5240,30_2-1,3790.45,0.1,0.02,72,10.5,sandstone,2.65,very fine grained,well sorted,well cemented
5241,30_2-1,3791.19,0.09,0.01,72,12.4,sandstone,2.8,very fine grained,well sorted,well cemented
5242,30_2-1,3791.54,0.07,0.04,72,10.1,sandstone,2.67,very fine grained,well sorted,well cemented
5243,30_2-1,3791.86,0.13,0.05,72,12,sandstone,2.7,very fine grained,well sorted,well cemented
5244,30_2-1,3792.21,0.1,0.07,72,13.3,sandstone,2.68,very fine grained,well sorted,well cemented
5245,30_2-1,3792.65,0.16,0.01,72,8.3,sandstone,2.65,very fine grained,well sorted,well cemented
5246,30_2-1,3793.33,0.08,0.02,72,9.5,sandstone,2.72,very fine grained,well sorted,well cemented
5247,30_2-1,3697.51,30,21,72,22.9,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
5248,30_2-1,3697.89,3.3,12,72,20.8,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
5249,30_2-1,3699.57,1,0.35,72,19.5,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
5250,30_2-1,3699.9,0.17,0.05,72,12.5,sandstone,2.84,very fine grained fine grained,well sorted,well cemented
5251,30_2-1,3700.33,0.23,0.17,72,17,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
5252,30_2-1,3728.45,416,135,72,27.5,sandstone,2.65,fine grained,sorted,well cemented
5253,30_2-1,3730.45,0.11,0.06,72,11.7,sandstone,2.7,very fine grained,well sorted,well cemented
5254,30_2-1,3730.43,0.16,0.11,72,15.2,sandstone,2.74,very fine grained,well sorted,well cemented
5255,30_2-1,3730.82,0.09,0.04,72,11.1,sandstone,2.76,very fine grained,well sorted,well cemented
5256,30_2-1,3731.46,0.06,0.05,72,13.1,sandstone,2.64,very fine grained,well sorted,well cemented
5257,30_2-1,3732.45,10,21,72,19.2,sandstone,2.64,very fine grained,well sorted,well cemented
5258,30_2-1,3733.34,11,12,72,21.5,sandstone,2.67,very fine grained,well sorted,well cemented
5259,30_2-1,3736.25,0.09,0.02,72,9.3,sandstone,2.4,very fine grained,sorted,well cemented
5260,30_2-1,3736.53,0.57,0.21,72,20.4,sandstone,2.65,very fine grained,well sorted,well cemented
5261,30_2-1,3736.87,2.9,0.56,72,15.1,sandstone,2.63,very fine grained,well sorted,well cemented
5262,30_2-1,3737.07,2.3,1.3,72,20.2,sandstone,2.66,very fine grained,well sorted,well cemented
5263,30_2-1,3737.41,0.17,0.04,72,14.6,sandstone,2.93,very fine grained,well sorted,well cemented
5264,30_2-1,3737.78,0.54,0.16,72,16.7,sandstone,2.75,very fine grained,well sorted,well cemented
5265,30_2-1,3738.07,0.65,0.07,72,16.1,sandstone,2.9,very fine grained,well sorted,well cemented
5266,30_2-1,3738.33,0.67,0.11,72,17.4,sandstone,2.7,very fine grained,well sorted,well cemented
5267,30_2-1,3738.74,0.18,0.07,72,15.3,sandstone,2.7,very fine grained,well sorted,well cemented
5268,30_2-1,3739.35,0.07,0.02,72,11.8,sandstone,2.74,very fine grained,well sorted,well cemented
5269,30_2-1,3739.33,0.05,0.01,72,8.2,sandstone,2.7,very fine grained,well sorted,well cemented
5270,30_2-1,3739.72,0.08,0.17,72,11,sandstone,2.6,very fine grained,well sorted,well cemented
5271,30_2-1,3741.18,0.09,0.02,72,9.3,sandstone,2.67,very fine grained,well sorted,well cemented
5272,30_2-1,3741.49,0.36,0.03,72,8,sandstone,2.84,very fine grained,well sorted,well cemented
5273,30_2-1,3743.6,1,0.07,72,9.5,sandstone,2.72,very fine grained,well sorted,well cemented
5274,30_2-1,3743.91,1.6,0.67,72,15.6,sandstone,2.73,grained,well sorted,well cemented
5275,30_2-1,3744.46,144,42,72,23.4,sandstone,2.65,grained,well sorted,well cemented
5276,30_2-1,3746.42,4,2.4,72,15.1,sandstone,2.65,grained,well sorted,well cemented
5277,30_2-1,3747.92,0.08,0.04,72,12.7,sandstone,2.7,grained,well sorted,well cemented
5278,30_2-1,3749.84,1.7,14,72,19.5,sandstone,2.98,fine grained,well sorted,well cemented
5279,30_2-1,3753.56,0.4,0.49,72,11.5,sandstone,2.65,fine grained,well sorted,well cemented
5280,30_2-1,3754.48,0.06,0.05,72,14.2,sandstone,2.66,very fine grained,well sorted,well cemented
5281,30_2-1,3755.4,2.9,1.1,72,16.8,sandstone,2.66,very fine grained,well sorted,well cemented
5282,30_2-1,3755.85,0.54,0.11,72,10.9,sandstone,2.67,very fine grained,well sorted,well cemented
5283,30_2-1,3756.22,0.04,0.02,72,12.7,sandstone,2.92,very fine grained,well sorted,well cemented
5284,30_2-1,3756.52,0.19,0.03,72,9.1,sandstone,2.74,very fine grained,well sorted,well cemented
5285,30_2-1,3756.85,8.1,4.4,72,13.7,sandstone,2.67,very fine grained,well sorted,well cemented
5286,30_2-1,3757.14,0.91,0.03,72,13.7,sandstone,2.7,very fine grained,well sorted,well cemented
5287,30_2-1,3758.05,102,8.8,72,23.5,sandstone,2.68,fine grained,well sorted,well cemented
5288,30_2-1,3758.44,11,0.49,72,18.9,sandstone,2.69,fine grained,well sorted,well cemented
5289,30_2-1,3758.82,411,34,72,25.9,sandstone,2.66,fine grained,well sorted,well cemented
5290,30_2-1,3759.39,490,283,72,26,sandstone,2.66,fine grained,well sorted,well cemented
5291,30_2-1,3759.75,38,20,72,22.6,sandstone,2.66,fine grained,well sorted,well cemented
5292,30_2-1,3760.46,296,150,72,27.5,sandstone,2.66,fine grained,well sorted,well cemented
5293,30_2-1,3762.4,307,286,72,27.7,sandstone,2.66,fine grained,sorted,well cemented
5294,30_2-1,3762.74,267,144,72,26.5,sandstone,2.66,fine grained,sorted,well cemented
5295,30_2-1,3763.3,256,163,72,27.7,sandstone,2.66,fine grained,sorted,well cemented
5296,30_2-1,3763.4,226,155,72,26,sandstone,2.66,fine grained,sorted,well cemented
5297,30_2-1,3763.77,35,25,72,22.3,sandstone,2.67,fine grained,sorted,well cemented
5298,30_2-1,3764.45,155,110,72,25.3,sandstone,2.66,fine grained,sorted,well cemented
5299,30_2-1,3764.39,4.1,1.3,72,18.3,sandstone,2.67,very fine grained,sorted,well cemented
5300,30_2-1,3764.76,26,1.2,72,21.3,sandstone,2.66,very fine grained,sorted,well cemented
5301,30_2-1,3764.07,114,10,72,22.3,sandstone,2.66,very fine grained,sorted,well cemented
5302,30_2-1,3765.43,30,6.1,72,20.3,sandstone,2.67,very fine grained,sorted,well cemented
5303,30_2-1,3765.75,173,117,72,23.8,sandstone,2.65,fine grained,well sorted,well cemented
5304,30_2-1,3766.35,126,59,72,24,sandstone,2.65,very fine grained,well sorted,well cemented
5305,30_2-1,3766.39,48,59,72,23.4,sandstone,2.66,fine grained,sorted,well cemented
5306,30_2-1,3767.25,512,406,72,25.8,sandstone,2.66,fine grained,sorted,well cemented
5307,30_2-1,3767.4,95,145,72,22.7,sandstone,2.66,fine grained,sorted,well cemented
5308,30_2-1,3767.76,176,135,72,24.8,sandstone,2.66,fine grained,sorted,well cemented
5309,30_2-1,3768.35,158,146,72,24.7,sandstone,2.66,fine grained,sorted,well cemented
5310,30_2-1,3768.35,546,394,72,26.2,sandstone,2.65,fine grained,sorted,well cemented
5311,30_2-1,3768.8,251,202,72,24.9,sandstone,2.66,fine grained,sorted,well cemented
5312,30_2-1,3769.35,209,178,72,24.6,sandstone,2.66,fine grained,sorted,well cemented
5313,30_2-1,3769.41,215,188,72,24.5,sandstone,2.66,fine grained,sorted,well cemented
5314,30_2-1,3769.79,113,123,72,21.2,sandstone,2.66,grained,poorly sorted,well cemented
5315,30_2-1,3770.08,344,617,72,19,sandstone,2.65,grained,poorly sorted,well cemented
5316,30_2-1,3770.37,619,503,72,21,sandstone,2.66,grained,poorly sorted,well cemented
5317,30_2-1,3770.74,496,367,72,21.1,sandstone,2.66,grained,poorly sorted,well cemented
5318,30_2-1,3771.41,667,564,72,20.9,sandstone,2.66,grained,poorly sorted,well cemented
5319,30_2-1,3771.44,581,497,72,20.5,sandstone,2.66,grained,poorly sorted,well cemented
5320,30_2-1,3771.8,996,869,72,20.8,sandstone,2.65,grained,poorly sorted,well cemented
5321,30_2-1,3772.07,798,849,72,20.8,sandstone,2.65,grained,poorly sorted,well cemented
5322,30_2-1,3772.41,891,32,72,19.5,sandstone,2.65,grained,poorly sorted,well cemented
5323,30_2-1,3773.3,710,440,72,19.3,sandstone,2.66,grained,poorly sorted,well cemented
5324,30_2-1,3773.46,2208,865,72,23.7,sandstone,2.66,grained,poorly sorted,well cemented
5325,30_2-1,3773.9,3130,2221,72,19.7,sandstone,2.67,grained,poorly sorted,well cemented
5326,30_2-1,3774.13,1036,135,72,23,sandstone,2.66,grained,poorly sorted,well cemented
5327,30_2-1,3774.47,224,196,72,19.5,sandstone,2.65,grained,poorly sorted,well cemented
5328,30_2-1,3774.93,1,0.39,72,18.5,sandstone,2.7,very fine grained,well sorted,well cemented
5329,30_2-1,3775.24,1.3,0.5,72,19.3,sandstone,2.7,very fine grained,well sorted,well cemented
5330,30_2-1,3775.61,1.4,0.65,72,19.2,sandstone,2.71,very fine grained,well sorted,well cemented
5331,30_2-1,3776.06,1.6,1.3,72,19.3,sandstone,2.7,very fine grained,well sorted,well cemented
5332,30_2-1,3776.43,2.6,1.3,72,20.1,sandstone,2.69,very fine grained,well sorted,well cemented
5333,30_2-1,3776.76,2.4,1.6,72,20.5,sandstone,2.71,very fine grained,well sorted,well cemented
5334,30_2-1,3776.94,1,0.36,72,18.3,sandstone,2.72,very fine grained,well sorted,well cemented
5335,30_2-1,3777.37,1.9,1.3,72,20,sandstone,2.77,very fine grained,well sorted,well cemented
5336,30_2-1,3777.76,2.3,1.9,72,21.1,sandstone,2.76,very fine grained,well sorted,well cemented
5337,30_2-1,3778.45,2,1.3,72,20.6,sandstone,2.76,very fine grained,well sorted,well cemented
5338,30_2-1,3778.37,7.7,4.4,72,21.7,sandstone,2.79,very fine grained,well sorted,well cemented
5339,30_2-1,3778.89,1.9,0.55,72,20.2,sandstone,2.74,very fine grained,well sorted,well cemented
5340,30_2-1,3779.29,0.17,0.11,72,16.8,sandstone,2.81,very fine grained,well sorted,well cemented
5341,30_2-1,3779.89,0.63,0.25,72,20.4,sandstone,2.75,very fine grained,well sorted,well cemented
5342,30_2-1,3780.6,0.56,0.25,72,20,sandstone,2.71,very fine grained,well sorted,well cemented
5343,30_2-1,3780.94,0.39,0.21,72,19.1,sandstone,2.71,very fine grained,well sorted,well cemented
5344,30_2-1,3781.22,0.16,0.08,72,17,sandstone,2.71,very fine grained,well sorted,well cemented
5345,30_2-1,3781.62,1.3,0.48,72,21.5,sandstone,2.68,very fine grained,well sorted,well cemented
5346,30_2-1,3782.3,0.21,0.11,72,19.1,sandstone,2.7,very fine grained,well sorted,well cemented
5347,30_2-1,3782.69,0.16,0.08,72,17.9,sandstone,2.71,very fine grained,well sorted,well cemented
5348,30_2-1,3783.07,0.2,0.07,72,16.1,sandstone,2.71,very fine grained,well sorted,well cemented
5349,30_2-1,3783.3,0.1,0.08,72,16.2,sandstone,2.73,very fine grained,well sorted,well cemented
5350,30_2-1,3783.69,0.6,0.61,72,18.3,sandstone,2.71,very fine grained,well sorted,well cemented
5351,30_2-1,3784.45,0.38,0.12,72,18.8,sandstone,2.69,very fine grained,well sorted,well cemented
5352,30_2-1,3784.35,0.45,0.19,72,17.2,sandstone,2.7,very fine grained,well sorted,well cemented
5353,30_2-1,3784.68,0.36,0.21,72,17.4,sandstone,2.7,very fine grained,well sorted,well cemented
5354,30_2-1,3784.47,0.12,0.06,72,14.8,sandstone,2.72,very fine grained,well sorted,well cemented
5355,30_2-1,3765.68,0.55,0.16,72,17.9,sandstone,2.7,very fine grained,well sorted,well cemented
5356,30_2-1,3786.37,0.47,0.36,72,13.8,sandstone,2.73,very fine grained,well sorted,well cemented
5357,30_2-1,3786.77,1.1,0.28,72,18.7,sandstone,2.68,very fine grained,well sorted,well cemented
5358,30_2-1,3767.15,0.36,0.19,72,17.3,sandstone,2.69,very fine grained,well sorted,well cemented
5359,30_2-1,3767.52,0.37,0.08,72,16,sandstone,2.69,very fine grained,well sorted,well cemented
5360,30_2-1,3787.77,6.9,1.2,72,22.4,sandstone,2.67,very fine grained,well sorted,well cemented
5361,30_2-1,3788.08,8.2,2.9,72,22.3,sandstone,2.67,very fine grained,well sorted,well cemented
5362,30_2-1,3788.33,0.83,0.15,72,9.6,sandstone,2.68,very fine grained,well sorted,well cemented
5363,30_2-1,3788.74,0.29,0.03,72,11,sandstone,2.74,very fine grained,well sorted,well cemented
5364,30_2-1,3789.47,0.15,0.04,72,10.5,sandstone,2.71,very fine grained,well sorted,well cemented
5365,30_2-1,3789.36,0.03,0.02,72,16.2,sandstone,2.94,very fine grained,well sorted,well cemented
5366,30_2-1,3769.8,0.08,0.03,72,11.6,sandstone,2.68,very fine grained,well sorted,well cemented
5367,30_2-1,3790.14,0.03,0.02,72,5.1,sandstone,2.68,very fine grained,well sorted,well cemented
5368,30_2-1,3790.45,0.1,0.02,72,10.5,sandstone,2.65,very fine grained,well sorted,well cemented
5369,30_2-1,3791.19,0.09,0.01,72,12.4,sandstone,2.8,very fine grained,well sorted,well cemented
5370,30_2-1,3791.54,0.07,0.04,72,10.1,sandstone,2.67,very fine grained,well sorted,well cemented
5371,30_2-1,3791.86,0.13,0.05,72,12,sandstone,2.7,very fine grained,well sorted,well cemented
5372,30_2-1,3792.21,0.1,0.07,72,13.3,sandstone,2.68,very fine grained,well sorted,well cemented
5373,30_2-1,3792.65,0.16,0.01,72,8.3,sandstone,2.65,very fine grained,well sorted,well cemented
5374,30_2-1,3793.33,0.08,0.02,72,9.5,sandstone,2.72,very fine grained,well sorted,well cemented
5375,30_3-A-20A,4380,1140,842,4124,25.3,sandstone,2.66,medium grained,fair sorted,well cemented
5376,30_3-A-20A,4380.25,58.7,0.39,4124,14.7,sandstone,3.11,very fine grained fine grained,sorted,well cemented
5377,30_3-A-20A,4380.5,297,189,4124,22.9,sandstone,2.68,medium grained,well sorted,well cemented
5378,30_3-A-20A,4380.75,37.6,1.6,4124,18.2,sandstone,2.7,fine grained medium grained,well sorted,well cemented
5379,30_3-A-20A,4381,191,3.89,4124,21.5,sandstone,2.68,medium grained,fair sorted,well cemented
5380,30_3-A-20A,4381.24,1620,338,4124,27.1,sandstone,2.66,medium coarse grained,fair sorted,well cemented
5381,30_3-A-20A,4381.5,877,166,4124,26.1,sandstone,2.67,medium coarse grained,poorly sorted,well cemented
5382,30_3-A-20A,4381.75,1300,6.67,4124,27.2,sandstone,2.67,medium coarse grained,poorly sorted,well cemented
5383,30_3-A-20A,4382,1250,10.3,4124,24.1,sandstone,2.66,medium coarse grained,poorly sorted,well cemented
5384,30_3-A-20A,4382.25,64,3.74,4124,17.7,sandstone,2.7,fine grained medium grained,poorly sorted,very well cemented
5385,30_3-A-20A,4382.5,289,8.72,4124,21.1,sandstone,2.67,medium grained,poorly sorted,very well cemented
5386,30_3-A-20A,4383,4540,1690,4124,29.3,sandstone,2.66,medium grained,fair sorted,fair cemented
5387,30_3-A-20A,4383.25,1350,111,4124,27.6,sandstone,2.67,medium grained,fair sorted,fair cemented
5388,30_3-A-20A,4383.5,2180,0.5,4124,27.4,sandstone,2.66,medium grained,fair sorted,fair cemented
5389,30_3-A-20A,4383.75,95.5,0.92,4124,18.9,sandstone,2.67,fine grained,fair sorted,very well cemented
5390,30_3-A-20A,4384,894,0.74,4124,22.9,sandstone,2.66,medium grained,fair sorted,well cemented
5391,30_3-A-20A,4384.22,1060,75.6,4124,26.1,sandstone,2.68,medium grained,sorted,well cemented
5392,30_3-A-20A,4384.5,292,4.84,4124,22.3,sandstone,2.69,fine grained,poorly sorted,well cemented
5393,30_3-A-20A,4384.75,743,343,4124,25.7,sandstone,2.67,medium grained,poorly sorted,well cemented
5394,30_3-A-20A,4385,121,1480,4124,17.8,sandstone,2.69,fine grained,poorly sorted,very well cemented
5395,30_3-A-20A,4385.25,468,1350,4124,22.1,sandstone,2.69,fine grained,poorly sorted,very well cemented
5396,30_3-A-20A,4385.5,77.5,0.05,4124,19.4,sandstone,2.68,fine grained,poorly sorted,very well cemented
5397,30_3-A-20A,4385.75,372,132,4124,21.7,sandstone,2.67,medium grained,fair sorted,well cemented
5398,30_3-A-20A,4386,114,24.4,4124,22,sandstone,2.69,medium grained,fair sorted,well cemented
5399,30_3-A-20A,4386.25,62.1,245,4124,17.2,sandstone,2.94,medium grained,sorted,very well cemented
5400,30_3-A-20A,4386.5,1290,709,4124,25.1,sandstone,2.66,medium grained,fair sorted,well cemented
5401,30_3-A-20A,4386.75,20.8,77.3,4124,17.3,sandstone,2.7,medium grained,poorly sorted,well cemented
5402,30_3-A-20A,4387,260,428,4124,22.2,sandstone,2.71,medium grained,poorly sorted,well cemented
5403,30_3-A-20A,4387.25,6.29,168,4124,12.1,sandstone,2.73,fine grained,poorly sorted,very well cemented
5404,30_3-A-20A,4387.5,380,0.03,4124,22.5,sandstone,2.67,medium grained,well sorted,very well cemented
5405,30_3-A-20A,4387.75,187,138,4124,21.2,sandstone,2.67,fine grained medium grained,well sorted,very well cemented
5406,30_3-A-20A,4388,1090,61.5,4124,25.7,sandstone,2.66,medium grained,well sorted,very well cemented
5407,30_3-A-20A,4388.2,159,253,4124,21.9,sandstone,2.68,fine grained medium grained,well sorted,very well cemented
5408,30_3-A-20A,4388.5,151,2.81,4124,21.6,sandstone,2.7,medium grained,fair sorted,very well cemented
5409,30_3-A-20A,4388.75,59.4,0.2,4124,20.3,sandstone,2.69,fine grained medium grained,well sorted,very well cemented
5410,30_3-A-20A,4389,26.9,110,4124,15.8,sandstone,2.81,medium grained,fair sorted,very well cemented
5411,30_3-A-20A,4389.25,935,320,4124,26,sandstone,2.66,medium grained,fair sorted,well cemented
5412,30_3-A-20A,4389.5,15.1,20.6,4124,12.6,sandstone,2.73,fine grained,fair sorted,very well cemented
5413,30_3-A-20A,4389.75,202,700,4124,21.3,sandstone,2.72,fine grained medium grained,fair sorted,very well cemented
5414,30_3-A-20A,4390,174,24.1,4124,21.4,sandstone,2.68,fine grained medium grained,fair sorted,well cemented
5415,30_3-A-20A,4390.25,8.29,0.17,4124,14.8,sandstone,2.69,fine grained medium grained,fair sorted,well cemented
5416,30_3-A-20A,4390.5,80.8,0.55,4124,19.2,sandstone,2.68,fine grained medium grained,fair sorted,well cemented
