,wellbore,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement
10651,34_10-15,2310.35,284,112,67,26.6,sandstone,2.65,fine grained,very well sorted,fair cemented
10652,34_10-15,2310.75,54,14,67,25.5,sandstone,2.66,fine grained,very well sorted,fair cemented
10653,34_10-15,2311.1,200,164,67,27.4,sandstone,2.66,fine grained,very well sorted,fair cemented
10654,34_10-15,2312.4,17,14,67,19,sandstone,2.75,fine grained,very well sorted,fair cemented
10655,34_10-15,2313.4,2,2,67,4.9,sandstone,2.68,fine grained,very well sorted,very well cemented
10656,34_10-15,2313.7,2,2,67,4.5,sandstone,2.68,fine grained,very well sorted,very well cemented
10657,34_10-15,2314.05,4,4,67,6,sandstone,2.69,fine grained,very well sorted,very well cemented
10658,34_10-15,2314.8,305,283,67,28.6,sandstone,2.66,fine grained,very well sorted,cemented
10659,34_10-15,2316.95,521,28,67,29,sandstone,2.66,fine grained medium grained,well sorted,fair cemented
10660,34_10-15,2317.35,296,195,67,27.4,sandstone,2.67,fine grained medium grained,well sorted,fair cemented
10661,34_10-15,2317.65,309,256,67,28.4,sandstone,2.67,fine grained medium grained,well sorted,fair cemented
10662,34_10-15,2318.05,388,312,67,28,sandstone,2.69,fine grained medium grained,well sorted,fair cemented
10663,34_10-15,2318.35,915,813,67,26.5,sandstone,2.62,fine grained medium grained,well sorted,fair cemented
10664,34_10-15,2318.8,911,940,67,27.9,sandstone,2.67,fine grained medium grained,well sorted,fair cemented
10665,34_10-15,2319.25,197,552,67,23.5,sandstone,2.68,fine grained medium grained,well sorted,fair cemented
10666,34_10-15,2319.75,486,641,67,26.6,sandstone,2.65,fine grained medium grained,well sorted,fair cemented
10667,34_10-15,2319.95,41,29,67,22.8,sandstone,2.67,fine grained,well sorted,well cemented
10668,34_10-15,2320.65,26,7.3,67,15.7,sandstone,2.67,fine grained medium grained,well sorted,very well cemented
10669,34_10-15,2321.05,31,15,67,19.5,sandstone,2.68,fine grained medium grained,well sorted,very well cemented
10670,34_10-15,2321.4,55,112,67,16.9,sandstone,2.67,fine grained medium grained,well sorted,very well cemented
10671,34_10-15,2321.75,2,1,67,3.6,sandstone,2.68,very fine grained,well sorted,very well cemented
10672,34_10-16,3170.65,388,7.8,59,24.9,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10673,34_10-16,3170.95,532,585,59,25.7,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10674,34_10-16,3171.25,1.01,1.26,59,26.5,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10675,34_10-16,3171.55,1.13,1.23,59,26.2,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10676,34_10-16,3171.85,636,788,59,25.3,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10677,34_10-16,3172.15,1.07,406,59,25.4,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10678,34_10-16,3172.45,595,973,59,25.6,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10679,34_10-16,3172.7,1.03,651,59,25.2,sandstone,2.64,fine grained medium grained,very well sorted,fair cemented
10680,34_10-16,3173.1,1.27,32,59,26.5,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10681,34_10-16,3173.4,650,814,59,25.3,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10682,34_10-16,3173.7,1.67,51,59,24.9,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10683,34_10-16,3174,852,2340,59,23.8,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10684,34_10-16,3174.3,719,659,59,24.1,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10685,34_10-16,3174.65,705,1.9,59,26.8,sandstone,2.67,fine grained medium grained,very well sorted,fair cemented
10686,34_10-16,3175,1.19,7,59,24,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10687,34_10-16,3178.35,964,874,59,26.1,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10688,34_10-16,3178.7,360,425,59,20.1,sandstone,2.68,medium fine grained,very well sorted,fair cemented
10689,34_10-16,3179,911,847,59,23.7,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10690,34_10-16,3179.3,626,330,59,22,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10691,34_10-16,3179.6,383,261,59,20.6,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10692,34_10-16,3179.9,516,80,59,23.1,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10693,34_10-16,3180.2,80,28,59,19,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10694,34_10-16,3180.5,488,33,59,22.8,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10695,34_10-16,3180.8,337,7.1,59,19,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10696,34_10-16,3181.1,380,209,59,22.3,sandstone,2.64,medium fine grained,very well sorted,fair cemented
10697,34_10-16,3181.6,728,27,59,21.6,sandstone,2.65,medium fine grained,very well sorted,fair cemented
10698,34_10-16,3181.9,83,5.7,59,18.2,sandstone,2.64,fine grained,fair sorted,fair cemented
10699,34_10-16,3182.2,33,1.5,59,19.8,sandstone,2.78,fine grained,well sorted,fair cemented
10700,34_10-16,3182.5,9,98,59,18.1,sandstone,2.68,fine grained,well sorted,fair cemented
10701,34_10-16,3182.8,6.7,2.9,59,18.3,sandstone,2.71,fine grained,well sorted,fair cemented
10702,34_10-16,3183.1,44,2.6,59,20.3,sandstone,2.7,fine grained,well sorted,fair cemented
10703,34_10-16,3183.45,389,6.6,59,21.7,sandstone,2.65,fine grained,well sorted,fair cemented
10704,34_10-16,3183.75,382,377,59,23.3,sandstone,2.67,fine grained,fair sorted,fair cemented
10705,34_10-16,3184.05,16.6,35,59,18.1,sandstone,2.73,fine grained,fair sorted,fair cemented
10706,34_10-16,3184.55,80,1.2,59,17.1,sandstone,2.71,fine grained,fair sorted,fair cemented
10707,34_10-16,3184.9,147,12,59,14.9,sandstone,2.67,fine grained,poorly sorted,fair cemented
10708,34_10-16,3185.2,677,34,59,17.1,sandstone,2.66,medium coarse grained,fair sorted,fair cemented
10709,34_10-16,3185.5,2586,7.4,59,19.4,sandstone,2.66,medium coarse grained,fair sorted,fair cemented
10710,34_10-16,3186,130,95,59,15.5,sandstone,2.66,medium grained,poorly sorted,fair cemented
10711,34_10-16,3186.25,145,13,59,15.2,sandstone,2.67,medium grained,poorly sorted,fair cemented
10712,34_10-16,3186.55,109,5.9,59,17.8,sandstone,2.67,medium grained,well sorted,fair cemented
10713,34_10-16,3186.9,2246,2530,59,20.6,sandstone,2.65,medium grained,well sorted,fair cemented
10714,34_10-16,3187.2,2229,1123,59,20.6,sandstone,2.65,medium grained,well sorted,fair cemented
10715,34_10-16,3187.5,1284,18,59,21.3,sandstone,2.66,medium fine grained,fair sorted,fair cemented
10716,34_10-16,3187.8,496,219,59,19.7,sandstone,2.65,medium fine grained,fair sorted,fair cemented
10717,34_10-16,3188.1,601,231,59,22.1,sandstone,2.66,medium fine grained,fair sorted,fair cemented
10718,34_10-16,3188.4,490,12.2,59,18.8,sandstone,2.69,medium fine grained,fair sorted,fair cemented
10719,34_10-16,3189.3,15,14,59,15.2,sandstone,2.85,very fine grained,fair sorted,very well cemented
10720,34_10-16,3189.6,1.7,10,59,16.9,sandstone,2.72,very fine grained,fair sorted,very well cemented
10721,34_10-16,3190,50,39,59,22.6,sandstone,2.67,very fine grained,fair sorted,very well cemented
10722,34_10-16,3190.35,646,776,59,25.7,sandstone,2.65,very fine grained,fair sorted,fair cemented
10723,34_10-16,3191.5,23,9,59,15.7,sandstone,2.72,very fine grained,fair sorted,very well cemented
10724,34_10-16,3191.85,1.2,21,59,17.5,sandstone,2.74,very fine grained,fair sorted,very well cemented
10725,34_10-16,3192.1,43,563,59,25.5,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10726,34_10-16,3193.85,81,27,59,23.1,sandstone,2.66,very fine grained,very well sorted,fair cemented
10727,34_10-16,3194.5,36,44,59,21.9,sandstone,2.67,very fine grained,very well sorted,fair cemented
10728,34_10-16,3194.85,898,745,59,25.2,sandstone,2.66,fine grained medium grained,very well sorted,fair cemented
10729,34_10-16,3195.4,135,59,59,24.9,sandstone,2.68,fine grained,very well sorted,fair cemented
10730,34_10-16,3195.7,898,33,59,24.7,sandstone,2.68,fine grained,very well sorted,fair cemented
10731,34_10-16,3196,665,36,59,27.7,sandstone,2.67,fine grained,very well sorted,fair cemented
10732,34_10-16,3196.25,338,12,59,24.6,sandstone,2.67,fine grained,very well sorted,fair cemented
10733,34_10-16,3196.65,123,19,59,25.1,sandstone,2.66,fine grained,very well sorted,fair cemented
10734,34_10-16,3197,30,6.1,59,21.9,sandstone,2.69,fine grained,very well sorted,fair cemented
10735,34_10-16,3197.3,315,178,59,25.8,sandstone,2.66,medium grained,very well sorted,fair cemented
10736,34_10-16,3197.65,199,85,59,25,sandstone,2.67,medium grained,very well sorted,fair cemented
10737,34_10-16,3198,1.4,20,59,13.4,sandstone,2.74,very fine grained,very well sorted,fair cemented
10738,34_10-16,3198.75,22,5.9,59,20.4,sandstone,2.69,very fine grained,very well sorted,fair cemented
10739,34_10-16,3199,221,212,59,26.4,sandstone,2.67,very fine grained,very well sorted,fair cemented
10740,34_10-16,3199.3,334,10.4,59,26.8,sandstone,2.67,very fine grained,very well sorted,fair cemented
10741,34_10-16,3199.65,58,26,59,22.4,sandstone,2.68,very fine grained,very well sorted,fair cemented
10742,34_10-16,3200,41,40,59,21.8,sandstone,2.67,very fine grained,very well sorted,fair cemented
10743,34_10-16,3200.3,3.1,5,59,18.2,sandstone,2.67,very fine grained,very well sorted,fair cemented
10744,34_10-16,3200.6,1.5,24,59,15.8,sandstone,2.69,very fine grained,very well sorted,fair cemented
10745,34_10-16,3201,410,5.4,59,26,sandstone,2.65,fine grained medium grained,very well sorted,fair cemented
10746,34_10-16,3201.3,833,199,59,26.7,sandstone,2.67,fine grained medium grained,very well sorted,fair cemented
10747,34_10-16,3201.65,160,588,59,22.5,sandstone,2.65,fine grained,very well sorted,fair cemented
10748,34_10-16,3202,422,202,59,25.5,sandstone,2.67,fine grained,very well sorted,fair cemented
10749,34_10-16,3202.35,185,93,59,24.7,sandstone,2.68,fine grained,very well sorted,fair cemented
10750,34_10-16,3202.65,61,5.7,59,22.2,sandstone,2.71,fine grained,very well sorted,fair cemented
10751,34_10-16,3203,16,1.8,59,22,sandstone,2.75,fine grained,very well sorted,fair cemented
10752,34_10-16,3203.3,101,30,59,23.6,sandstone,2.68,fine grained,very well sorted,fair cemented
10753,34_10-16,3203.65,56,26,59,20.7,sandstone,2.66,fine grained,very well sorted,fair cemented
10754,34_10-16,3204.15,248,131,59,24.7,sandstone,2.66,fine grained,very well sorted,fair cemented
10755,34_10-16,3204.4,35,92,59,19,sandstone,2.65,fine grained,very well sorted,fair cemented
10756,34_10-16,3204.7,455,1.5,59,23.7,sandstone,2.65,medium fine grained,very well sorted,fair cemented
10757,34_10-16,3205.35,52,159,59,22.2,sandstone,2.68,medium fine grained,very well sorted,fair cemented
10758,34_10-16,3205.65,69,63,59,23.1,sandstone,2.71,medium fine grained,very well sorted,fair cemented
10759,34_10-16,3206,14,3.7,59,19.1,sandstone,2.68,fine grained,very well sorted,fair cemented
10760,34_10-16,3206.35,102,10.4,59,20.7,sandstone,2.66,fine grained,very well sorted,fair cemented
10761,34_10-16,3206.65,268,18,59,21.6,sandstone,2.66,fine grained,very well sorted,fair cemented
10762,34_10-16,3207,7007,1353,59,23.9,sandstone,2.64,medium grained,well sorted,fair cemented
10763,34_10-16,3207.35,146,88,59,23.6,sandstone,2.66,fine grained,well sorted,fair cemented
10764,34_10-16,3208.35,117,64,59,24.7,sandstone,2.65,fine grained,well sorted,fair cemented
10765,34_10-16,3208.7,164,83,59,22.4,sandstone,2.65,fine grained,well sorted,fair cemented
10766,34_10-16,3209,1161,317,59,25.4,sandstone,2.64,medium grained,well sorted,fair cemented
10767,34_10-16,3209.35,110,64,59,22.7,sandstone,2.66,medium grained,well sorted,fair cemented
10768,34_10-16,3209.65,5.1,41,59,17.4,sandstone,2.68,medium grained,well sorted,fair cemented
10769,34_10-16,3210.15,32,25,59,11.2,sandstone,2.65,very fine grained,well sorted,fair cemented
10770,34_10-16,3210.35,1.2,5,59,9.7,sandstone,2.64,very fine grained,well sorted,fair cemented
10771,34_10-16,3210.7,23,8.9,59,22.5,sandstone,2.67,very fine grained,well sorted,fair cemented
10772,34_10-16,3211,20,13,59,19.1,sandstone,2.67,very fine grained,well sorted,fair cemented
10773,34_10-16,3211.35,329,255,59,24.4,sandstone,2.65,medium grained,well sorted,fair cemented
10774,34_10-16,3211.6,254,10.6,59,22,sandstone,2.66,medium grained,well sorted,fair cemented
10775,34_10-16,3213.35,90,7,59,14.5,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10776,34_10-16,3213.65,1.6,15,59,16.5,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10777,34_10-16,3214.05,17,16,59,13.5,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
10778,34_10-16,3218.65,29,8.4,59,23,sandstone,2.65,medium grained,well sorted,fair cemented
10779,34_10-16,3219,33,40,59,22.7,sandstone,2.67,medium grained,well sorted,fair cemented
10780,34_10-16,3219.3,26,4,59,11.3,sandstone,2.71,very fine grained,well sorted,very well cemented
10781,34_10-16,3219.6,1.7,17,59,16.3,sandstone,2.66,very fine grained,well sorted,very well cemented
10782,34_10-16,3219.9,1.5,8,59,15.8,sandstone,2.69,very fine grained,well sorted,very well cemented
10783,34_10-16,3220.25,20,6,59,14,sandstone,2.71,very fine grained,well sorted,very well cemented
10784,34_10-16,3220.6,14,6,59,14.4,sandstone,2.7,very fine grained,well sorted,very well cemented
10785,34_10-16,3220.95,9,2,59,10.2,sandstone,2.67,very fine grained,well sorted,very well cemented
10786,34_10-16,3221.3,6,2,59,11.2,sandstone,2.69,very fine grained,well sorted,very well cemented
10787,34_10-16,3221.65,14,2,59,10.2,sandstone,2.69,very fine grained,well sorted,very well cemented
10788,34_10-16,3222,20,1,59,7.5,sandstone,2.68,very fine grained,well sorted,very well cemented
10789,34_10-16,3222.3,29,0.7,59,8.5,sandstone,2.66,very fine grained,well sorted,very well cemented
10790,34_10-16,3224,35,3,59,13.9,sandstone,2.73,very fine grained,well sorted,very well cemented
10791,34_10-16,3224.35,7,3,59,12.5,sandstone,2.73,very fine grained,well sorted,very well cemented
10792,34_10-16,3224.65,1,2,59,11.6,sandstone,2.74,very fine grained,well sorted,very well cemented
10793,34_10-16,3225,4,1,59,10.2,sandstone,2.72,very fine grained,well sorted,very well cemented
10794,34_10-16,3225.3,2,2,59,10.3,sandstone,2.73,very fine grained,well sorted,very well cemented
10795,34_10-16,3225,27,2,59,12.9,sandstone,2.7,very fine grained,well sorted,very well cemented
10796,34_10-16,3226.35,61,3,59,9.8,sandstone,2.66,very fine grained,well sorted,very well cemented
10797,34_10-16,3226.7,56,1,59,7.6,sandstone,2.66,very fine grained,well sorted,very well cemented
10798,34_10-16,3227,15,13,59,13.5,sandstone,2.68,very fine grained,well sorted,very well cemented
10799,34_10-16,3227.35,4,2,59,10.3,sandstone,2.69,very fine grained,well sorted,very well cemented
10800,34_10-16,3233.3,146,92,59,19.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
10801,34_10-16,3233.7,148,61,59,24.5,sandstone,2.67,fine grained,well sorted,very well cemented
10802,34_10-16,3234.4,45,157,59,16.1,sandstone,2.69,fine grained,fair sorted,very well cemented
10803,34_10-16,3234.7,245,142,59,25.4,sandstone,2.66,fine grained,fair sorted,very well cemented
10804,34_10-16,3235,18,33,59,19.8,sandstone,2.67,fine grained,fair sorted,very well cemented
10805,34_10-16,3235.75,127,2.4,59,15.8,sandstone,2.66,fine grained,well sorted,very well cemented
10806,34_10-16,3239.3,520,580,59,24.3,sandstone,2.64,medium fine grained,sorted,fair cemented
10807,34_10-16,3239.7,527,66,59,23.2,sandstone,2.65,medium fine grained,sorted,fair cemented
10808,34_10-16,3240,635,957,59,23.7,sandstone,2.64,medium fine grained,sorted,fair cemented
10809,34_10-16,3240.35,997,556,59,24.5,sandstone,2.65,medium fine grained,sorted,fair cemented
10810,34_10-16,3240.7,212,32,59,23.4,sandstone,2.65,medium fine grained,sorted,fair cemented
10811,34_10-16,3241,38,2,59,4.9,sandstone,2.56,very fine grained,sorted,fair cemented
10812,34_10-16,3242.35,1.8,2,59,11.2,sandstone,2.57,very fine grained,sorted,fair cemented
10813,34_10-16,3242.65,8.6,1.3,59,16.7,sandstone,2.64,very fine grained,sorted,fair cemented
10814,34_10-16,3243,85,6.6,59,22.2,sandstone,2.65,very fine grained,sorted,fair cemented
10815,34_10-16,3243.35,86,26,59,22.8,sandstone,2.65,very fine grained,sorted,fair cemented
10816,34_10-16,3243.65,46,8.5,59,18.4,sandstone,2.66,very fine grained,sorted,fair cemented
10817,34_10-16,3244,70,9,59,21.5,sandstone,2.65,very fine grained,sorted,fair cemented
10818,34_10-16,3244.35,2.5,76,59,13.5,sandstone,2.67,very fine grained,sorted,fair cemented
10819,34_10-16,3244.65,42,6.3,59,20.4,sandstone,2.66,very fine grained,sorted,fair cemented
10820,34_10-16,3245.2,68,5.4,59,21.5,sandstone,2.66,very fine grained,sorted,fair cemented
10821,34_10-16,3245.5,44,60,59,20,sandstone,2.66,very fine grained,sorted,fair cemented
10822,34_10-16,3245.85,32,7.1,59,19.7,sandstone,2.67,very fine grained,sorted,fair cemented
10823,34_10-16,3246.15,6.3,21,59,16.5,sandstone,2.67,very fine grained,sorted,fair cemented
10824,34_10-16,3246.5,13,53,59,18.7,sandstone,2.67,very fine grained,sorted,fair cemented
10825,34_10-16,3246.8,4.1,5,59,15.6,sandstone,2.71,very fine grained,sorted,fair cemented
10826,34_10-16,3247.35,76,7,59,14.9,sandstone,2.72,very fine grained fine grained,very well sorted,cemented
10827,34_10-16,3247.65,75,5,59,15.1,sandstone,2.71,very fine grained fine grained,very well sorted,cemented
