wellbore;md_top;md_bottom;formation;Level;npd_litho_id;npd_id
15/12-23 A;4295;4312;SOLA FM;FORMATION;152;6404
15/12-23 A;4312;4329;TUXEN FM;FORMATION;175;6404
15/12-23 A;4329;4345;ÅSGARD FM;FORMATION;198;6404
15/12-23 A;4345;4428;DRAUPNE FM;FORMATION;28;6404
15/12-23 A;4428;4490;HEATHER FM;FORMATION;60;6404
15/12-23 A;4490;4603;INTRA HEATHER FM SS;FORMATION;59;6404
15/12-23 A;4603;4632;HUGIN FM;FORMATION;69;6404
15/12-23 A;4632;4772;SLEIPNER FM;FORMATION;148;6404
15/12-24 S;1022;1251;UTSIRA FM;FORMATION;183;7661
15/12-24 S;2255;2271;BALDER FM;FORMATION;6;7661
15/12-24 S;2271;2310;SELE FM;FORMATION;142;7661
15/12-24 S;2310;2390;LISTA FM;FORMATION;95;7661
15/12-24 S;2390;2408;VÅLE FM;FORMATION;190;7661
15/12-24 S;2408;2433;EKOFISK FM;FORMATION;33;7661
15/12-24 S;2433;2644;TOR FM;FORMATION;171;7661
15/12-24 S;2644;2749;HOD FM;FORMATION;66;7661
15/12-24 S;2749;2815;BLODØKS FM;FORMATION;13;7661
15/12-24 S;2815;2826;RØDBY FM;FORMATION;137;7661
15/12-24 S;2826;2835;SOLA FM;FORMATION;152;7661
15/12-24 S;2835;2887;ÅSGARD FM;FORMATION;198;7661
15/12-24 S;2887;2898;DRAUPNE FM;FORMATION;28;7661
15/12-24 S;2898;2903;HEATHER FM;FORMATION;60;7661
15/12-24 S;2903;2985;ULA FM;FORMATION;179;7661
15/12-24 S;2985;3097;SANDNES FM;FORMATION;139;7661
15/12-24 S;3097;3181;SKAGERRAK FM;FORMATION;146;7661
16/1-1;644;775;UTSIRA FM;FORMATION;183;147
16/1-1;775;908;NO FORMAL NAME;FORMATION;111;147
16/1-1;908;1127;SKADE FM;FORMATION;145;147
16/1-1;1127;1222;NO FORMAL NAME;FORMATION;111;147
16/1-1;1222;1254;SKADE FM;FORMATION;145;147
16/1-1;1254;1854;NO FORMAL NAME;FORMATION;111;147
16/1-1;1854;1942;GRID FM;FORMATION;53;147
16/1-1;1942;2207;NO FORMAL NAME;FORMATION;111;147
16/1-1;2207;2259;BALDER FM;FORMATION;6;147
16/1-1;2259;2316;SELE FM;FORMATION;142;147
16/1-1;2316;2355;HERMOD FM;FORMATION;64;147
16/1-1;2355;2361;SELE FM;FORMATION;142;147
16/1-1;2361;2402;LISTA FM;FORMATION;95;147
16/1-1;2402;2646;HEIMDAL FM;FORMATION;62;147
16/1-1;2646;2734;VÅLE FM;FORMATION;190;147
16/1-1;2734;2763;EKOFISK FM;FORMATION;33;147
16/1-1;2763;2926;TOR FM;FORMATION;171;147
16/1-1;2926;3203;HOD FM;FORMATION;66;147
16/1-2;740;820;UTSIRA FM;FORMATION;183;332
16/1-2;820;930;NO FORMAL NAME;FORMATION;111;332
16/1-2;930;1087;SKADE FM;FORMATION;145;332
16/1-2;1087;1134;NO FORMAL NAME;FORMATION;111;332
16/1-2;1134;1222;SKADE FM;FORMATION;145;332
16/1-2;1222;1660;NO FORMAL NAME;FORMATION;111;332
16/1-2;1660;1730;GRID FM;FORMATION;53;332
16/1-2;1730;1973;NO FORMAL NAME;FORMATION;111;332
16/1-2;1973;2018;BALDER FM;FORMATION;6;332
16/1-2;2018;2060;SELE FM;FORMATION;142;332
16/1-2;2060;2098;LISTA FM;FORMATION;95;332
16/1-2;2098;2138;HEIMDAL FM;FORMATION;62;332
16/1-2;2138;2192;LISTA FM;FORMATION;95;332
16/1-2;2242;2283;INTRA HEATHER FM SS;FORMATION;59;332
16/1-2;2283;2424;HEATHER FM;FORMATION;60;332
16/1-2;2424;2620;SKAGERRAK FM;FORMATION;146;332
16/1-2;2620;2713;SMITH BANK FM;FORMATION;149;332
16/1-2;2713;2800;UNDIFFERENTIATED;FORMATION;182;332
16/1-2;2800;2808;KUPFERSCHIEFER FM;FORMATION;88;332
16/1-3;732;923;UTSIRA FM;FORMATION;183;84
16/1-3;923;951;UNDIFFERENTIATED;FORMATION;182;84
16/1-3;1043;1143;SKADE FM;FORMATION;145;84
16/1-3;1143;1610;NO FORMAL NAME;FORMATION;111;84
16/1-3;1610;1760;GRID FM;FORMATION;53;84
16/1-3;1760;1834;NO FORMAL NAME;FORMATION;111;84
16/1-3;1834;1893;GRID FM;FORMATION;53;84
16/1-3;1893;2125;NO FORMAL NAME;FORMATION;111;84
16/1-3;2125;2168;BALDER FM;FORMATION;6;84
16/1-3;2168;2219;SELE FM;FORMATION;142;84
16/1-3;2219;2423;LISTA FM;FORMATION;95;84
16/1-3;2423;2458;HEIMDAL FM;FORMATION;62;84
16/1-3;2707;2730;HEATHER FM;FORMATION;60;84
16/1-3;2730;2754;SLEIPNER FM;FORMATION;148;84
16/1-3;2754;2840;UNDIFFERENTIATED;FORMATION;182;84
16/1-3;2840;3082;SMITH BANK FM;FORMATION;149;84
16/1-3;3082;3227;UNDIFFERENTIATED;FORMATION;182;84
16/1-3;3227;3230;KUPFERSCHIEFER FM;FORMATION;88;84
16/1-4;768;855;UTSIRA FM;FORMATION;183;2072
16/1-4;855;918;UNDIFFERENTIATED;FORMATION;182;2072
16/1-4;918;1170;SKADE FM;FORMATION;145;2072
16/1-4;1170;1539;NO FORMAL NAME;FORMATION;111;2072
16/1-4;1539;1556;GRID FM;FORMATION;53;2072
16/1-4;1556;1584;NO FORMAL NAME;FORMATION;111;2072
16/1-4;1584;1626;GRID FM;FORMATION;53;2072
16/1-4;1626;1686;NO FORMAL NAME;FORMATION;111;2072
16/1-4;1686;1696;BALDER FM;FORMATION;6;2072
16/1-4;1696;1734;SELE FM;FORMATION;142;2072
16/1-4;1734;1817;LISTA FM;FORMATION;95;2072
16/1-4;1817;1834;VÅLE FM;FORMATION;190;2072
16/1-4;1834;1860;EKOFISK FM;FORMATION;33;2072
16/1-4;1860;1864;SOLA FM;FORMATION;152;2072
16/1-5;745;921;UTSIRA FM;FORMATION;183;3279
16/1-5;1002;1101;SKADE FM;FORMATION;145;3279
16/1-5;1101;1617;NO FORMAL NAME;FORMATION;111;3279
16/1-5;1617;1733;GRID FM;FORMATION;53;3279
16/1-5;1733;1896;NO FORMAL NAME;FORMATION;111;3279
16/1-5;1896;1922;BALDER FM;FORMATION;6;3279
16/1-5;1922;1932;SELE FM;FORMATION;142;3279
16/1-5;1932;2004;LISTA FM;FORMATION;95;3279
16/1-5;2004;2008;VÅLE FM;FORMATION;190;3279
16/1-5;2008;2020;HOD FM;FORMATION;66;3279
16/1-5;2020;2155;INTRA HEATHER FM SS;FORMATION;59;3279
16/1-5;2155;2175;HEATHER FM;FORMATION;60;3279
16/1-5;2175;2247;HUGIN FM;FORMATION;69;3279
16/1-5 A;745;921;UTSIRA FM;FORMATION;183;3626
16/1-5 A;1002;1230;SKADE FM;FORMATION;145;3626
16/1-5 A;1230;1652;NO FORMAL NAME;FORMATION;111;3626
16/1-5 A;1652;1798;GRID FM;FORMATION;53;3626
16/1-5 A;1798;1973;NO FORMAL NAME;FORMATION;111;3626
16/1-5 A;1973;2002;BALDER FM;FORMATION;6;3626
16/1-5 A;2002;2008;SELE FM;FORMATION;142;3626
16/1-5 A;2008;2094;LISTA FM;FORMATION;95;3626
16/1-5 A;2094;2101;VÅLE FM;FORMATION;190;3626
16/1-5 A;2101;2120;HOD FM;FORMATION;66;3626
16/1-5 A;2120;2150;INTRA HEATHER FM SS;FORMATION;59;3626
16/1-6 A;722;783;UTSIRA FM;FORMATION;183;4767
16/1-6 A;783;830;NO FORMAL NAME;FORMATION;111;4767
16/1-6 A;866;1154;SKADE FM;FORMATION;145;4767
16/1-6 A;1154;1530;NO FORMAL NAME;FORMATION;111;4767
16/1-6 A;1530;1553;GRID FM;FORMATION;53;4767
16/1-6 A;1553;1629;NO FORMAL NAME;FORMATION;111;4767
16/1-6 A;1629;1638;GRID FM;FORMATION;53;4767
16/1-6 A;1638;1742;NO FORMAL NAME;FORMATION;111;4767
16/1-6 A;1742;1757;GRID FM;FORMATION;53;4767
16/1-6 A;1757;1876;NO FORMAL NAME;FORMATION;111;4767
16/1-6 A;1876;1914;BALDER FM;FORMATION;6;4767
16/1-6 A;1914;1952;SELE FM;FORMATION;142;4767
16/1-6 A;1952;2007;LISTA FM;FORMATION;95;4767
16/1-6 A;2007;2056;HEIMDAL FM;FORMATION;62;4767
16/1-6 A;2056;2123;LISTA FM;FORMATION;95;4767
16/1-6 A;2123;2163;VÅLE FM;FORMATION;190;4767
16/1-6 A;2163;2181;EKOFISK FM;FORMATION;33;4767
16/1-6 A;2181;2194;TOR FM;FORMATION;171;4767
16/1-6 S;722;783;UTSIRA FM;FORMATION;183;4711
16/1-6 S;783;830;NO FORMAL NAME;FORMATION;111;4711
16/1-6 S;866;1154;SKADE FM;FORMATION;145;4711
16/1-6 S;1154;1490;NO FORMAL NAME;FORMATION;111;4711
16/1-6 S;1490;1550;GRID FM;FORMATION;53;4711
16/1-6 S;1550;1597;NO FORMAL NAME;FORMATION;111;4711
16/1-6 S;1597;1602;GRID FM;FORMATION;53;4711
16/1-6 S;1602;1672;NO FORMAL NAME;FORMATION;111;4711
16/1-6 S;1672;1685;GRID FM;FORMATION;53;4711
16/1-6 S;1685;1783;NO FORMAL NAME;FORMATION;111;4711
16/1-6 S;1783;1817;BALDER FM;FORMATION;6;4711
16/1-6 S;1817;1824;SELE FM;FORMATION;142;4711
16/1-6 S;1824;1862;LISTA FM;FORMATION;95;4711
16/1-6 S;1862;1876;HEIMDAL FM;FORMATION;62;4711
16/1-6 S;1876;1932;LISTA FM;FORMATION;95;4711
16/1-6 S;1932;1977;VÅLE FM;FORMATION;190;4711
16/1-6 S;1977;1997;EKOFISK FM;FORMATION;33;4711
16/1-7;717;847;UTSIRA FM;FORMATION;183;4928
16/1-7;920;1157;SKADE FM;FORMATION;145;4928
16/1-7;1157;1631;NO FORMAL NAME;FORMATION;111;4928
16/1-7;1631;1723;GRID FM;FORMATION;53;4928
16/1-7;1723;1782;NO FORMAL NAME;FORMATION;111;4928
16/1-7;1782;1820;GRID FM;FORMATION;53;4928
16/1-7;1820;1862;NO FORMAL NAME;FORMATION;111;4928
16/1-7;1862;1922;GRID FM;FORMATION;53;4928
16/1-7;1922;2130;NO FORMAL NAME;FORMATION;111;4928
16/1-7;2130;2197;BALDER FM;FORMATION;6;4928
16/1-7;2197;2263;SELE FM;FORMATION;142;4928
16/1-7;2263;2327;LISTA FM;FORMATION;95;4928
16/1-7;2327;2400;HEIMDAL FM;FORMATION;62;4928
16/1-7;2400;2522;LISTA FM;FORMATION;95;4928
16/1-7;2522;2560;EKOFISK FM;FORMATION;33;4928
16/1-7;2560;2727;TOR FM;FORMATION;171;4928
16/1-7;2747;2918;DRAUPNE FM;FORMATION;28;4928
16/1-7;2918;2953;HEATHER FM;FORMATION;60;4928
16/1-7;2953;3083;SLEIPNER FM;FORMATION;148;4928
16/1-7;3083;3186;SKAGERRAK FM;FORMATION;146;4928
16/1-8;745;882;UTSIRA FM;FORMATION;183;5612
16/1-8;963;1157;SKADE FM;FORMATION;145;5612
16/1-8;1157;1556;NO FORMAL NAME;FORMATION;111;5612
16/1-8;1556;1713;GRID FM;FORMATION;53;5612
16/1-8;1713;1765;NO FORMAL NAME;FORMATION;111;5612
16/1-8;1765;1781;BALDER FM;FORMATION;6;5612
16/1-8;1781;1801;SELE FM;FORMATION;142;5612
16/1-8;1801;1891;LISTA FM;FORMATION;95;5612
16/1-8;1891;1897;VÅLE FM;FORMATION;190;5612
16/1-8;1897;1913;EKOFISK FM;FORMATION;33;5612
16/1-8;1913;1925;HOD FM;FORMATION;66;5612
16/1-8 R;745;882;UTSIRA FM;FORMATION;183;6226
16/1-8 R;963;1157;SKADE FM;FORMATION;145;6226
16/1-8 R;1157;1556;NO FORMAL NAME;FORMATION;111;6226
16/1-8 R;1556;1713;GRID FM;FORMATION;53;6226
16/1-8 R;1713;1765;NO FORMAL NAME;FORMATION;111;6226
16/1-8 R;1765;1781;BALDER FM;FORMATION;6;6226
16/1-8 R;1781;1801;SELE FM;FORMATION;142;6226
16/1-8 R;1801;1891;LISTA FM;FORMATION;95;6226
16/1-8 R;1891;1897;VÅLE FM;FORMATION;190;6226
16/1-8 R;1897;1913;EKOFISK FM;FORMATION;33;6226
16/1-8 R;1913;1925;HOD FM;FORMATION;66;6226
16/1-9;757;818;UTSIRA FM;FORMATION;183;5773
16/1-9;818;939;NO FORMAL NAME;FORMATION;111;5773
16/1-9;939;1104;SKADE FM;FORMATION;145;5773
16/1-9;1104;1123;NO FORMAL NAME;FORMATION;111;5773
16/1-9;1123;1190;SKADE FM;FORMATION;145;5773
16/1-9;1190;1297;NO FORMAL NAME;FORMATION;111;5773
16/1-9;1297;1331;NO FORMAL NAME;FORMATION;111;5773
16/1-9;1331;1598;NO FORMAL NAME;FORMATION;111;5773
16/1-9;1598;1632;GRID FM;FORMATION;53;5773
16/1-9;1632;1693;NO FORMAL NAME;FORMATION;111;5773
16/1-9;1693;1793;GRID FM;FORMATION;53;5773
16/1-9;1793;1979;NO FORMAL NAME;FORMATION;111;5773
16/1-9;1979;2041;BALDER FM;FORMATION;6;5773
16/1-9;2041;2090;SELE FM;FORMATION;142;5773
16/1-9;2090;2126;LISTA FM;FORMATION;95;5773
16/1-9;2126;2143;HEIMDAL FM;FORMATION;62;5773
16/1-9;2143;2176;LISTA FM;FORMATION;95;5773
16/1-9;2176;2179;VÅLE FM;FORMATION;190;5773
16/1-9;2179;2221;EKOFISK FM;FORMATION;33;5773
16/1-9;2221;2267;ÅSGARD FM;FORMATION;198;5773
16/1-9;2267;2399;HEATHER FM;FORMATION;60;5773
16/1-9;2399;2456;SLEIPNER FM;FORMATION;148;5773
16/1-9;2456;2544;SKAGERRAK FM;FORMATION;146;5773
16/1-10;756;880;UTSIRA FM;FORMATION;183;5879
16/1-10;954;1494;SKADE FM;FORMATION;145;5879
16/1-10;1494;1734;GRID FM;FORMATION;53;5879
16/1-10;1734;1744;BALDER FM;FORMATION;6;5879
16/1-10;1744;1772;SELE FM;FORMATION;142;5879
16/1-10;1772;1848;LISTA FM;FORMATION;95;5879
16/1-10;1848;1860;VÅLE FM;FORMATION;190;5879
16/1-10;1860;1890;EKOFISK FM;FORMATION;33;5879
16/1-11;754;811;UTSIRA FM;FORMATION;183;6157
16/1-11;811;825;NO FORMAL NAME;FORMATION;111;6157
16/1-11;825;837;SKADE FM;FORMATION;145;6157
16/1-11;837;939;NO FORMAL NAME;FORMATION;111;6157
16/1-11;939;1226;SKADE FM;FORMATION;145;6157
16/1-11;1226;1609;NO FORMAL NAME;FORMATION;111;6157
16/1-11;1609;1738;GRID FM;FORMATION;53;6157
16/1-11;1738;1988;NO FORMAL NAME;FORMATION;111;6157
16/1-11;1988;2022;BALDER FM;FORMATION;6;6157
16/1-11;2022;2075;SELE FM;FORMATION;142;6157
16/1-11;2075;2128;LISTA FM;FORMATION;95;6157
16/1-11;2128;2171;HEIMDAL FM;FORMATION;62;6157
16/1-11;2171;2202;LISTA FM;FORMATION;95;6157
16/1-11;2202;2208;VÅLE FM;FORMATION;190;6157
16/1-11;2208;2233;EKOFISK FM;FORMATION;33;6157
16/1-11;2233;2267;ÅSGARD FM;FORMATION;198;6157
16/1-11;2267;2318;DRAUPNE FM;FORMATION;28;6157
16/1-11;2318;2381;HEATHER FM;FORMATION;60;6157
16/1-11;2381;2401;SLEIPNER FM;FORMATION;148;6157
16/1-11;2401;2625;SKAGERRAK FM;FORMATION;146;6157
16/1-11 A;754;811;UTSIRA FM;FORMATION;183;6364
16/1-11 A;811;825;NO FORMAL NAME;FORMATION;111;6364
16/1-11 A;825;837;SKADE FM;FORMATION;145;6364
16/1-11 A;837;939;NO FORMAL NAME;FORMATION;111;6364
16/1-11 A;939;1226;SKADE FM;FORMATION;145;6364
16/1-11 A;1226;1609;NO FORMAL NAME;FORMATION;111;6364
16/1-11 A;1609;1738;GRID FM;FORMATION;53;6364
16/1-11 A;1738;1994;NO FORMAL NAME;FORMATION;111;6364
16/1-11 A;1994;2031;BALDER FM;FORMATION;6;6364
16/1-11 A;2031;2095;SELE FM;FORMATION;142;6364
16/1-11 A;2095;2152;LISTA FM;FORMATION;95;6364
16/1-11 A;2152;2207;HEIMDAL FM;FORMATION;62;6364
16/1-11 A;2207;2262;LISTA FM;FORMATION;95;6364
16/1-11 A;2262;2283;EKOFISK FM;FORMATION;33;6364
16/1-11 A;2283;2320;ÅSGARD FM;FORMATION;198;6364
16/1-11 A;2320;2396;DRAUPNE FM;FORMATION;28;6364
16/1-11 A;2396;2476;HEATHER FM;FORMATION;60;6364
16/1-11 A;2476;2501;SLEIPNER FM;FORMATION;148;6364
16/1-11 A;2501;2595;SKAGERRAK FM;FORMATION;146;6364
16/1-12;734;930;UTSIRA FM;FORMATION;183;6166
16/1-12;1003;1179;SKADE FM;FORMATION;145;6166
16/1-12;1179;1633;NO FORMAL NAME;FORMATION;111;6166
16/1-12;1633;1661;GRID FM;FORMATION;53;6166
16/1-12;1661;1727;NO FORMAL NAME;FORMATION;111;6166
16/1-12;1727;1751;BALDER FM;FORMATION;6;6166
16/1-12;1751;1777;SELE FM;FORMATION;142;6166
16/1-12;1777;1837;LISTA FM;FORMATION;95;6166
16/1-12;1837;1845;VÅLE FM;FORMATION;190;6166
16/1-12;1845;1865;EKOFISK FM;FORMATION;33;6166
16/1-12;1865;1888;TOR FM;FORMATION;171;6166
16/1-12;1888;1902;HOD FM;FORMATION;66;6166
16/1-12;1902;1909;SOLA FM;FORMATION;152;6166
16/1-12;1909;1912;ÅSGARD FM;FORMATION;198;6166
16/1-12;1912;1913;DRAUPNE FM;FORMATION;28;6166
16/1-13;766;878;UTSIRA FM;FORMATION;183;6232
16/1-13;952;1467;SKADE FM;FORMATION;145;6232
16/1-13;1467;1764;GRID FM;FORMATION;53;6232
16/1-13;1764;1771;BALDER FM;FORMATION;6;6232
16/1-13;1771;1787;SELE FM;FORMATION;142;6232
16/1-13;1787;1877;LISTA FM;FORMATION;95;6232
16/1-13;1877;1888;VÅLE FM;FORMATION;190;6232
16/1-13;1888;1917;EKOFISK FM;FORMATION;33;6232
16/1-13;1917;1918;HOD FM;FORMATION;66;6232
16/1-13;1918;1919;ÅSGARD FM;FORMATION;198;6232
16/1-13;1919;1920;INTRA DRAUPNE FM SS;FORMATION;26;6232
16/1-14;783;886;UTSIRA FM;FORMATION;183;6399
16/1-14;886;951;NO FORMAL NAME;FORMATION;111;6399
16/1-14;951;1244;SKADE FM;FORMATION;145;6399
16/1-14;1244;1607;NO FORMAL NAME;FORMATION;111;6399
16/1-14;1607;1798;GRID FM;FORMATION;53;6399
16/1-14;1798;1962;NO FORMAL NAME;FORMATION;111;6399
16/1-14;1962;1998;BALDER FM;FORMATION;6;6399
16/1-14;1998;1999;INTRA BALDER FM SS;FORMATION;7;6399
16/1-14;1999;2023;BALDER FM;FORMATION;6;6399
16/1-14;2023;2056;SELE FM;FORMATION;142;6399
16/1-14;2056;2094;LISTA FM;FORMATION;95;6399
16/1-14;2094;2108;HEIMDAL FM;FORMATION;62;6399
16/1-14;2108;2135;LISTA FM;FORMATION;95;6399
16/1-14;2135;2145;TY FM;FORMATION;176;6399
16/1-14;2145;2162;VÅLE FM;FORMATION;190;6399
16/1-14;2162;2168;EKOFISK FM;FORMATION;33;6399
16/1-14;2168;2174;ÅSGARD FM;FORMATION;198;6399
16/1-14;2174;2205;INTRA ÅSGARD FM SS;FORMATION;210;6399
16/1-14;2205;2236;ÅSGARD FM;FORMATION;198;6399
16/1-14;2236;2251;INTRA DRAUPNE FM SS;FORMATION;26;6399
16/1-14;2251;2392;DRAUPNE FM;FORMATION;28;6399
16/1-14;2392;2472;HEATHER FM;FORMATION;60;6399
16/1-14;2472;2496;HUGIN FM;FORMATION;69;6399
16/1-14;2496;2550;SKAGERRAK FM;FORMATION;146;6399
16/1-15;774;870;UTSIRA FM;FORMATION;183;6517
16/1-15;870;944;NO FORMAL NAME;FORMATION;111;6517
16/1-15;944;1189;SKADE FM;FORMATION;145;6517
16/1-15;1189;1553;NO FORMAL NAME;FORMATION;111;6517
16/1-15;1553;1642;GRID FM;FORMATION;53;6517
16/1-15;1642;1766;NO FORMAL NAME;FORMATION;111;6517
16/1-15;1766;1778;BALDER FM;FORMATION;6;6517
16/1-15;1778;1800;SELE FM;FORMATION;142;6517
16/1-15;1800;1879;LISTA FM;FORMATION;95;6517
16/1-15;1879;1889;VÅLE FM;FORMATION;190;6517
16/1-15;1889;1906;EKOFISK FM;FORMATION;33;6517
16/1-15;1906;1913;TOR FM;FORMATION;171;6517
16/1-15;1913;1915;HOD FM;FORMATION;66;6517
16/1-15;1915;1917;ÅSGARD FM;FORMATION;198;6517
16/1-15;1917;1920;INTRA ÅSGARD FM SS;FORMATION;210;6517
16/1-15 A;778;876;UTSIRA FM;FORMATION;183;6593
16/1-15 A;876;915;NO FORMAL NAME;FORMATION;111;6593
16/1-15 A;952;1285;SKADE FM;FORMATION;145;6593
16/1-15 A;1285;1598;NO FORMAL NAME;FORMATION;111;6593
16/1-15 A;1598;1729;GRID FM;FORMATION;53;6593
16/1-15 A;1729;1889;NO FORMAL NAME;FORMATION;111;6593
16/1-15 A;1889;1899;BALDER FM;FORMATION;6;6593
16/1-15 A;1899;1920;SELE FM;FORMATION;142;6593
16/1-15 A;1920;2026;LISTA FM;FORMATION;95;6593
16/1-15 A;2026;2043;VÅLE FM;FORMATION;190;6593
16/1-15 A;2043;2057;EKOFISK FM;FORMATION;33;6593
16/1-15 A;2057;2064;TOR FM;FORMATION;171;6593
16/1-15 A;2064;2067;HOD FM;FORMATION;66;6593
16/1-15 A;2067;2068;ÅSGARD FM;FORMATION;198;6593
16/1-15 A;2068;2069;INTRA ÅSGARD FM SS;FORMATION;210;6593
16/1-16;791;874;UTSIRA FM;FORMATION;183;6823
16/1-16;950;1221;SKADE FM;FORMATION;145;6823
16/1-16;1221;1633;NO FORMAL NAME;FORMATION;111;6823
16/1-16;1633;1731;GRID FM;FORMATION;53;6823
16/1-16;1731;1893;NO FORMAL NAME;FORMATION;111;6823
16/1-16;1893;1919;BALDER FM;FORMATION;6;6823
16/1-16;1919;1931;SELE FM;FORMATION;142;6823
16/1-16;1931;2035;LISTA FM;FORMATION;95;6823
16/1-16;2035;2071;TOR FM;FORMATION;171;6823
16/1-16;2071;2176;ÅSGARD FM;FORMATION;198;6823
16/1-16;2176;2357;DRAUPNE FM;FORMATION;28;6823
16/1-16;2357;2382;HEATHER FM;FORMATION;60;6823
16/1-16;2382;2429;HUGIN FM;FORMATION;69;6823
16/1-16;2429;2642;SKAGERRAK FM;FORMATION;146;6823
16/1-16 A;791;874;UTSIRA FM;FORMATION;183;7095
16/1-16 A;950;1221;SKADE FM;FORMATION;145;7095
16/1-16 A;1221;1633;NO FORMAL NAME;FORMATION;111;7095
16/1-16 A;1633;1731;GRID FM;FORMATION;53;7095
16/1-16 A;1731;1893;NO FORMAL NAME;FORMATION;111;7095
16/1-16 A;1893;1919;BALDER FM;FORMATION;6;7095
16/1-16 A;1919;1931;SELE FM;FORMATION;142;7095
16/1-16 A;1931;2035;LISTA FM;FORMATION;95;7095
16/1-16 A;2035;2072;TOR FM;FORMATION;171;7095
16/1-16 A;2072;2179;ÅSGARD FM;FORMATION;198;7095
16/1-16 A;2179;2424;DRAUPNE FM;FORMATION;28;7095
16/1-16 A;2424;2527;HEATHER FM;FORMATION;60;7095
16/1-16 A;2527;2729;HUGIN FM;FORMATION;69;7095
16/1-16 A;2729;2897;SKAGERRAK FM;FORMATION;146;7095
16/1-17;758;902;UTSIRA FM;FORMATION;183;7113
16/1-17;902;965;NO FORMAL NAME;FORMATION;111;7113
16/1-17;976;1124;SKADE FM;FORMATION;145;7113
16/1-17;1124;1507;NO FORMAL NAME;FORMATION;111;7113
16/1-17;1507;1667;NO FORMAL NAME;FORMATION;111;7113
16/1-17;1667;1678;BALDER FM;FORMATION;6;7113
16/1-17;1678;1717;SELE FM;FORMATION;142;7113
16/1-17;1717;1789;LISTA FM;FORMATION;95;7113
16/1-17;1789;1806;VÅLE FM;FORMATION;190;7113
16/1-17;1806;1822;EKOFISK FM;FORMATION;33;7113
16/1-17;1822;1850;TOR FM;FORMATION;171;7113
16/1-17;1850;1860;HOD FM;FORMATION;66;7113
16/1-17;1860;1861;SOLA FM;FORMATION;152;7113
16/1-17;1861;1870;ÅSGARD FM;FORMATION;198;7113
16/1-18;757;895;UTSIRA FM;FORMATION;183;7314
16/1-18;895;973;UNDIFFERENTIATED;FORMATION;182;7314
16/1-18;973;978;UNDIFFERENTIATED;FORMATION;182;7314
16/1-18;978;1139;SKADE FM;FORMATION;145;7314
16/1-18;1139;1257;NO FORMAL NAME;FORMATION;111;7314
16/1-18;1257;1306;NO FORMAL NAME;FORMATION;111;7314
16/1-18;1306;1496;NO FORMAL NAME;FORMATION;111;7314
16/1-18;1496;1588;NO FORMAL NAME;FORMATION;111;7314
16/1-18;1588;1646;GRID FM;FORMATION;53;7314
16/1-18;1646;1693;NO FORMAL NAME;FORMATION;111;7314
16/1-18;1693;1702;BALDER FM;FORMATION;6;7314
16/1-18;1702;1742;SELE FM;FORMATION;142;7314
16/1-18;1742;1824;LISTA FM;FORMATION;95;7314
16/1-18;1824;1840;VÅLE FM;FORMATION;190;7314
16/1-18;1840;1868;EKOFISK FM;FORMATION;33;7314
16/1-18;1868;1878;TOR FM;FORMATION;171;7314
16/1-18;1878;1883;HOD FM;FORMATION;66;7314
16/1-18;1883;1885;SOLA FM;FORMATION;152;7314
16/1-18;1885;1894;ÅSGARD FM;FORMATION;198;7314
16/1-18;1894;1985;SKAGERRAK FM;FORMATION;146;7314
16/1-19 S;144;771;UNDIFFERENTIATED;FORMATION;182;7255
16/1-19 S;771;811;UTSIRA FM;FORMATION;183;7255
16/1-19 S;811;901;UNDIFFERENTIATED;FORMATION;182;7255
16/1-19 S;901;1501;SKADE FM;FORMATION;145;7255
16/1-19 S;1501;1727;GRID FM;FORMATION;53;7255
16/1-19 S;1727;1738;BALDER FM;FORMATION;6;7255
16/1-19 S;1738;1763;SELE FM;FORMATION;142;7255
16/1-19 S;1763;1845;LISTA FM;FORMATION;95;7255
16/1-19 S;1845;1878;EKOFISK FM;FORMATION;33;7255
16/1-19 S;1878;1891;ÅSGARD FM;FORMATION;198;7255
16/1-20 A;144;770;UNDIFFERENTIATED;FORMATION;182;7256
16/1-20 A;770;812;UTSIRA FM;FORMATION;183;7256
16/1-20 A;812;911;UNDIFFERENTIATED;FORMATION;182;7256
16/1-20 A;911;1772;SKADE FM;FORMATION;145;7256
16/1-20 A;1772;1937;GRID FM;FORMATION;53;7256
16/1-20 A;1937;2131;UNDIFFERENTIATED;FORMATION;182;7256
16/1-20 A;2131;2153;BALDER FM;FORMATION;6;7256
16/1-20 A;2153;2193;SELE FM;FORMATION;142;7256
16/1-20 A;2193;2382;LISTA FM;FORMATION;95;7256
16/1-20 A;2382;2427;EKOFISK FM;FORMATION;33;7256
16/1-20 A;2427;2754;ÅSGARD FM;FORMATION;198;7256
16/1-20 A;2754;2915;INTRA DRAUPNE FM SS;FORMATION;26;7256
16/1-20 A;2915;2977;HEATHER FM;FORMATION;60;7256
16/1-20 A;2977;3049;HUGIN FM;FORMATION;69;7256
16/1-20 A;3049;3060;UNDIFFERENTIATED;FORMATION;182;7256
16/1-20 A;3060;3106;SKAGERRAK FM;FORMATION;146;7256
16/1-21 A;168;802;UNDIFFERENTIATED;FORMATION;182;7530
16/1-21 A;802;848;UTSIRA FM;FORMATION;183;7530
16/1-21 A;848;959;NO FORMAL NAME;FORMATION;111;7530
16/1-21 A;959;1264;SKADE FM;FORMATION;145;7530
